Nombre,Grado,Grado Dos,Especialidad,Hospital,Dirección,Número de,Ciudad,Estado,Código Postal,Ubicación,Nombre y Experto,Experto en
John  Czerwein,M.D.,,Cirugía Ortopédica de la Columna Vertebral,University Orthopedics-N. Providence,1351 Smith St,,North Providence,                  RI,02911,"University Orthopedics-N. Providence,
                  1351 Smith St,
                  
                  North Providence,
                  RI,
                  02911","John  Czerwein, M.D. - Cirugía Ortopédica de la Columna Vertebral",Experto en: Especialista
John  Czerwein,M.D.,,Cirugía Ortopédica de la Columna Vertebral,University Orthopedics-Westerly,45 Wells St,Ste 204,Westerly,                  RI,02891,"University Orthopedics-Westerly,
                  45 Wells St,
                  Ste 204,
                  Westerly,
                  RI,
                  02891","John  Czerwein, M.D. - Cirugía Ortopédica de la Columna Vertebral",Experto en: Especialista
Tai V. Dang,M.D.,,Obstetricia y Ginecología,PCHC at Prairie Avenue,355 Prairie Ave,,Providence,                  RI,02905,"PCHC at Prairie Avenue,
                  355 Prairie Ave,
                  
                  Providence,
                  RI,
                  02905","Anh-Tai V. Dang, M.D. - Obstetricia y Ginecología",Experto en: Especialista
Sarah E. Davenport,M.D.,,Pediatría,Landmark Medical Center - Acute,115 Cass Ave,,Woonsocket,                  RI,02895,"Landmark Medical Center - Acute,
                  115 Cass Ave,
                  
                  Woonsocket,
                  RI,
                  02895","Sarah E. Davenport, M.D. - Pediatría",Experto en: Proveedor de Atención Primaria
Carolina  De Araujo,L.D.N.,,Nutricionista,Carolina D de Araujo,180 Midway Rd,,Cranston,                  RI,02920,"Carolina D de Araujo,
                  180 Midway Rd,
                  
                  Cranston,
                  RI,
                  02920","Carolina  De Araujo, L.D.N. - Nutricionista",Experto en: Especialista
Elizabeth G. De Jesus,M.D.,,Medicina Interna,Primary Care Medical Assoc Inc,1596 Broad St,,Cranston,                  RI,02905,"Primary Care Medical Assoc Inc,
                  1596 Broad St,
                  
                  Cranston,
                  RI,
                  02905","Elizabeth G. De Jesus, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Jose F. De Leon,M.D.,,Anestesiología,SMG - Anesthesiology,795 Middle St,,Fall River,                  MA,02721,"SMG - Anesthesiology,
                  795 Middle St,
                  
                  Fall River,
                  MA,
                  02721","Jose F. De Leon, M.D. - Anestesiología",Experto en: Especialista
Douglas M. Decubellis,D.C.,,Quiropráctico,DeCubellis Family Chiropractic,51 Hopkins Hill Rd,,Coventry,                  RI,02816,"DeCubellis Family Chiropractic,
                  51 Hopkins Hill Rd,
                  
                  Coventry,
                  RI,
                  02816","Douglas M. Decubellis, D.C. - Quiropráctico",Experto en: Especialista
Juan C. Delprado,P.A.,,Medicina General,Northeast Medical Group,25 Wells St,,Westerly,                  RI,02891,"Northeast Medical Group,
                  25 Wells St,
                  
                  Westerly,
                  RI,
                  02891","Juan C. Delprado, P.A. - Medicina General",Experto en: Especialista
Juan C. Delprado,P.A.,,Cirugía General,"L&M Physician Association, Inc.",365 Montauk Ave,,New London,                  CT,06320,"L&M Physician Association, Inc.,
                  365 Montauk Ave,
                  
                  New London,
                  CT,
                  06320","Juan C. Delprado, P.A. - Cirugía General",Experto en: Especialista
Beatriz M. Demoranville,M.D.,,Endocrinología,Affinity Physicians,455 Toll Gate Rd,,Warwick,                  RI,02886,"Affinity Physicians,
                  455 Toll Gate Rd,
                  
                  Warwick,
                  RI,
                  02886","Beatriz M. Demoranville, M.D. - Endocrinología, Diabetes y Metabolismo",Experto en: Especialista
Beatriz M. Demoranville,M.D.,,Endocrinología,Affinity Physicians-101 Dudley,101 Dudley St,,Providence,                  RI,02905,"Affinity Physicians-101 Dudley,
                  101 Dudley St,
                  
                  Providence,
                  RI,
                  02905","Beatriz M. Demoranville, M.D. - Endocrinología, Diabetes y Metabolismo",Experto en: Especialista
Beatriz M. Demoranville,M.D.,,Endocrinología,Southcoast Physicians Group - Pulmonary Care,1030 President Ave,Rm 210,Fall River,                  MA,02720,"Southcoast Physicians Group - Pulmonary Care,
                  1030 President Ave,
                  Rm 210,
                  Fall River,
                  MA,
                  02720","Beatriz M. Demoranville, M.D. - Endocrinología, Diabetes y Metabolismo",Experto en: Especialista
Beatriz M. Demoranville,M.D.,,Endocrinología,Southcoast Physicians Group-Portsmouth,2444 E Main Rd,,Portsmouth,                  RI,02871,"Southcoast Physicians Group-Portsmouth,
                  2444 E Main Rd,
                  
                  Portsmouth,
                  RI,
                  02871","Beatriz M. Demoranville, M.D. - Endocrinología, Diabetes y Metabolismo",Experto en: Especialista
Phyllis A. Dennery,M.D.,,Medicina Neonatal,Affinity Physicians-101 Dudley,101 Dudley St,,Providence,                  RI,02905,"Affinity Physicians-101 Dudley,
                  101 Dudley St,
                  
                  Providence,
                  RI,
                  02905","Phyllis A. Dennery, M.D. - Medicina Neonatal-Perinatal",Experto en: Especialista
Allen M. Dennison,M.D.,,Medicina Interna,Medical Associates of RI,1180 Hope St,,Bristol,                  RI,02809,"Medical Associates of RI,
                  1180 Hope St,
                  
                  Bristol,
                  RI,
                  02809","Allen M. Dennison, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Allen M. Dennison,M.D.,,Medicina Interna,"Medical Associates of RI, Inc",950 Warren Ave,Ste 303,East Providence,                  RI,02914,"Medical Associates of RI, Inc,
                  950 Warren Ave,
                  Ste 303,
                  East Providence,
                  RI,
                  02914","Allen M. Dennison, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Hector  Derreza,M.D.,,Medicina Interna,Lifespan Physician Group - Summit Prov,164 Summit Ave,Fain Building,Providence,                  RI,02906,"Lifespan Physician Group - Summit Prov,
                  164 Summit Ave,
                  Fain Building,
                  Providence,
                  RI,
                  02906","Hector  Derreza, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Hector  Derreza,M.D.,,Medicina Interna,Lifespan Physician Group Field Hospital,1 Sabin St,,Providence,                  RI,02903,"Lifespan Physician Group Field Hospital,
                  1 Sabin St,
                  
                  Providence,
                  RI,
                  02903","Hector  Derreza, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Hector  Derreza,M.D.,,Medicina Interna,"Lifespan Physician Group, Inc.",593 Eddy St,,Providence,                  RI,02903,"Lifespan Physician Group, Inc.,
                  593 Eddy St,
                  
                  Providence,
                  RI,
                  02903","Hector  Derreza, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Hector  Derreza,M.D.,,Medicina Interna,LPG Cardiology-11 Friendship,11 Friendship St,,Newport,                  RI,02840,"LPG Cardiology-11 Friendship,
                  11 Friendship St,
                  
                  Newport,
                  RI,
                  02840","Hector  Derreza, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Alex P. Diaz De Villalvilla,M.D.,,Medicina Interna,Medical Associates of RI,1180 Hope St,,Bristol,                  RI,02809,"Medical Associates of RI,
                  1180 Hope St,
                  
                  Bristol,
                  RI,
                  02809","Alex P. Diaz De Villalvilla, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Levi A. Diaz Menjivar,M.D.,,Medicina Interna,Capitol Hill Health Center,40 Candace St,,Providence,                  RI,02908,"Capitol Hill Health Center,
                  40 Candace St,
                  
                  Providence,
                  RI,
                  02908","Levi A. Diaz Menjivar, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Levi A. Diaz Menjivar,M.D.,,Medicina Interna,PCHC at Prairie Avenue,355 Prairie Ave,,Providence,                  RI,02905,"PCHC at Prairie Avenue,
                  355 Prairie Ave,
                  
                  Providence,
                  RI,
                  02905","Levi A. Diaz Menjivar, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Joseph A. Diaz,M.D.,,Medicina Interna,Affinity Internal Medicine Center of MHRI,111 Brewster St,,Pawtucket,                  RI,02860,"Affinity Internal Medicine Center of MHRI,
                  111 Brewster St,
                  
                  Pawtucket,
                  RI,
                  02860","Joseph A. Diaz, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Joseph A. Diaz,M.D.,,Medicina Interna,Affinity Physicians - Pawtucket,111 Brewster St,,Pawtucket,                  RI,02860,"Affinity Physicians - Pawtucket,
                  111 Brewster St,
                  
                  Pawtucket,
                  RI,
                  02860","Joseph A. Diaz, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Alejandra  Diaz,P.A.,,Medicina General,Cardiovascular Institute at The Miriam Hospital - E Greenwich,1454 S County Trl,Ste 2000,East Greenwich,                  RI,02818,"Cardiovascular Institute at The Miriam Hospital - E Greenwich,
                  1454 S County Trl,
                  Ste 2000,
                  East Greenwich,
                  RI,
                  02818","Alejandra  Diaz, P.A. - Medicina General",Experto en: Especialista
Alejandra  Diaz,P.A.,,Medicina General,RIH Multi-Specialty - Dudley St,2 Dudley St,Co-Op 1,Providence,                  RI,02905,"RIH Multi-Specialty - Dudley St,
                  2 Dudley St,
                  Co-Op 1,
                  Providence,
                  RI,
                  02905","Alejandra  Diaz, P.A. - Medicina General",Experto en: Especialista
Andrew W. Dixon,M.D.,,Medicina Familiar,Care New England Primary Care,455 Toll Gate Rd,,Warwick,                  RI,02886,"Care New England Primary Care,
                  455 Toll Gate Rd,
                  
                  Warwick,
                  RI,
                  02886","Andrew W. Dixon, M.D. - Medicina Familiar",Experto en: Proveedor de Atención Primaria
Andrew W. Dixon,M.D.,,Medicina Familiar,Affinity Internal Medicine Center of MHRI,111 Brewster St,,Pawtucket,                  RI,02860,"Affinity Internal Medicine Center of MHRI,
                  111 Brewster St,
                  
                  Pawtucket,
                  RI,
                  02860","Andrew W. Dixon, M.D. - Medicina Familiar",Experto en: Proveedor de Atención Primaria
Andrey V. Dolinko,M.D.,,Obstetricia y Ginecología,Women & Infants Hospital,101 Dudley St,,Providence,                  RI,02905,"Women & Infants Hospital,
                  101 Dudley St,
                  
                  Providence,
                  RI,
                  02905","Andrey V. Dolinko, M.D. - Obstetricia y Ginecología",Experto en: Especialista
Andrey V. Dolinko,M.D.,,Endocrinología Reproductiva,Affinity Physicians-101 Dudley,101 Dudley St,,Providence,                  RI,02905,"Affinity Physicians-101 Dudley,
                  101 Dudley St,
                  
                  Providence,
                  RI,
                  02905","Andrey V. Dolinko, M.D. - Endocrinología Reproductiva",Experto en: Especialista
Andrey V. Dolinko,M.D.,,Endocrinología Reproductiva,Affinity-WIH-90 Plain St,90 Plain St,,Providence,                  RI,02903,"Affinity-WIH-90 Plain St,
                  90 Plain St,
                  
                  Providence,
                  RI,
                  02903","Andrey V. Dolinko, M.D. - Endocrinología Reproductiva",Experto en: Especialista
